OutcomeType	Breed	Color	Name	Selected	AnimalType	SexuponOutcome	AgeuponOutcome
Return_to_owner	Yorkshire Terrier/Chihuahua Longhair	Tricolor	Lulu	No	Dog	Spayed Female	1-3 years
Adoption	German Shepherd/Labrador Retriever	Red/Black	Owen	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Bernese Mountain Dog Mix	Black/White	Beethoven	No	Dog	Spayed Female	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Brown Tabby	Remus	No	Cat	Neutered Male	1-3 years
Transfer	Pit Bull Mix	Brown/White		No	Dog	Intact Male	Under 1 year
Return_to_owner	Jack Russell Terrier Mix	White/Tan	Shiner	No	Dog	Neutered Male	1-3 years
Died	Domestic Shorthair Mix	Brown Tabby/White	Reaver	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Miniature Poodle Mix	White	Lucy	No	Dog	Spayed Female	4-6 years
Transfer	Shih Tzu Mix	White/Brown	Cate	No	Dog	Intact Female	Under 1 year
Adoption	Domestic Medium Hair Mix	Tortie Point	Olivia	No	Cat	Spayed Female	Under 1 year
Return_to_owner	Siberian Husky Mix	Red	Alice	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Blue/White		No	Cat	Unknown	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Doc	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Labrador Retriever Mix	White	Sasha	No	Dog	Spayed Female	4-6 years
Adoption	Pit Bull Mix	White/Brown	Finn	No	Dog	Neutered Male	1-3 years
Transfer	Labrador Retriever Mix	Black/White		No	Dog	Intact Female	Under 1 year
Adoption	Pomeranian Mix	Red/White	Zip	No	Dog	Neutered Male	1-3 years
Return_to_owner	Dachshund/Chihuahua Shorthair	Black/Tan	Mcqueen	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Toy Poodle Mix	Silver/Chocolate	Chino	No	Dog	Neutered Male	1-3 years
Adoption	Chihuahua Shorthair/Dachshund	Yellow	Lacey	No	Dog	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	White/Tan	Rocko	No	Dog	Neutered Male	Under 1 year
Adoption	Blue Lacy Mix	Blue/White	Imelda	No	Dog	Spayed Female	Under 1 year
Adoption	American Bulldog Mix	White/Brown	Buddha	No	Dog	Neutered Male	1-3 years
Return_to_owner	Dachshund	Brown/Black	Jackie	No	Dog	Neutered Male	7-10 years
Euthanasia	Labrador Retriever Mix	Yellow		No	Dog	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Neutered Male	Under 1 year
Transfer	Pit Bull Mix	Black/White	Nena	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Black/White	Oreo	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Tortie/White	Cleo	No	Cat	Spayed Female	1-3 years
Adoption	Redbone Hound Mix	Sable/Red	Hero	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	Under 1 year
Return_to_owner	Pit Bull Mix	Black/Black Brindle	Nena	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Black		No	Cat	Unknown	1-3 years
Adoption	Chihuahua Longhair Mix	White		No	Dog	Spayed Female	4-6 years
Euthanasia	Domestic Medium Hair Mix	Torbie/White	Sam	No	Cat	Intact Female	Under 1 year
Transfer	Black Mouth Cur Mix	Tan/Black	Mika	No	Dog	Spayed Female	1-3 years
Transfer	Lhasa Apso	Buff	Boone	No	Dog	Neutered Male	7-10 years
Transfer	Australian Cattle Dog Mix	Blue Merle/White	Gambit	No	Dog	Neutered Male	7-10 years
Euthanasia	Pit Bull Mix	Brown	Yeti	No	Dog	Neutered Male	1-3 years
Return_to_owner	Border Collie Mix	White/Black	Clifford	No	Dog	Neutered Male	11+ years
Transfer	Domestic Shorthair Mix	Blue		No	Cat	Unknown	Under 1 year
Return_to_owner	Alaskan Husky Mix	White	Salsa	No	Dog	Spayed Female	1-3 years
Return_to_owner	English Bulldog	White/Black	Nukeem	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	Under 1 year
Transfer	Miniature Schnauzer Mix	Black/White	Lucie	No	Dog	Intact Female	7-10 years
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	Under 1 year
Return_to_owner	Chihuahua Shorthair Mix	Black/Brown	Willie	No	Dog	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	White/Black		No	Cat	Intact Male	Under 1 year
Adoption	Cairn Terrier	White/Black	Mochi	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Blue Tabby	Minnie	No	Cat	Spayed Female	Under 1 year
Transfer	Basset Hound Mix	White/Red		No	Dog	Neutered Male	4-6 years
Return_to_owner	Miniature Poodle Mix	Gray	Lucky	No	Dog	Intact Male	11+ years
Adoption	Labrador Retriever Mix	Black/White	Willie	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Medium Hair Mix	Black		No	Cat	Intact Male	Under 1 year
Transfer	Boxer Mix	Black		No	Dog	Unknown	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Tortie	Zillah	No	Cat	Spayed Female	11+ years
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Unknown	Under 1 year
Return_to_owner	Chow Chow Mix	Red/Black	Fluffy	No	Dog	Intact Male	1-3 years
Adoption	Chihuahua Shorthair Mix	Tan	Taco	No	Dog	Neutered Male	1-3 years
Return_to_owner	Boxer/Pit Bull	Brown Brindle/White	Bugs	No	Dog	Neutered Male	1-3 years
Adoption	Australian Kelpie Mix	Black/Tan	Caroline	No	Dog	Spayed Female	1-3 years
Return_to_owner	Labrador Retriever	Black	Connor	No	Dog	Neutered Male	7-10 years
Transfer	Siamese Mix	Lynx Point	Anya	No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Unknown	Under 1 year
Adoption	American Bulldog Mix	White/Brown Brindle		No	Dog	Spayed Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	White/Brown Tabby		No	Cat	Intact Male	Under 1 year
Return_to_owner	Australian Cattle Dog/Border Collie	Blue/Black	Smokie	No	Dog	Neutered Male	1-3 years
Adoption	Siamese	Lynx Point	Jinx	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby	John	No	Cat	Intact Male	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Lulu	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	White	Snowball	No	Cat	Spayed Female	7-10 years
Transfer	Domestic Shorthair Mix	Gray/White		No	Cat	Unknown	Under 1 year
Transfer	Shih Tzu	Black/White	Little Boo	No	Dog	Intact Female	1-3 years
Transfer	Pit Bull Mix	Blue/White	Azul	No	Dog	Intact Male	1-3 years
Transfer	Australian Cattle Dog/Bull Terrier	Red/White	Tyson	No	Dog	Neutered Male	Under 1 year
Adoption	Pit Bull Mix	Blue/White	Gilbert	No	Dog	Neutered Male	1-3 years
Adoption	Yorkshire Terrier Mix	Black		No	Dog	Neutered Male	1-3 years
Adoption	Domestic Medium Hair Mix	Tortie/White	Sardine	No	Cat	Spayed Female	Under 1 year
Transfer	Chihuahua Shorthair Mix	Tan/White	Pixie Stick	No	Dog	Spayed Female	1-3 years
Return_to_owner	German Shepherd/Labrador Retriever	Brown/Black	Brownie	No	Dog	Neutered Male	4-6 years
Euthanasia	Shih Tzu Mix	Black	Gremlin	No	Dog	Intact Female	11+ years
Transfer	Border Collie Mix	Black/White		No	Dog	Intact Male	Under 1 year
Transfer	Domestic Longhair Mix	Blue	Bite Cat	No	Cat	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Black	Winston	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Chow Chow/Chinese Sharpei	Tan	Sam	No	Dog	Intact Male	11+ years
Adoption	Great Pyrenees Mix	White		No	Dog	Spayed Female	1-3 years
Return_to_owner	Miniature Poodle Mix	Black	Scout Jupe	No	Dog	Neutered Male	1-3 years
Adoption	Beagle Mix	Black/Tan	Edith	No	Dog	Spayed Female	7-10 years
Transfer	Pug/Beagle	Tan	Lucy	No	Dog	Spayed Female	4-6 years
Euthanasia	Domestic Longhair Mix	Cream Tabby		No	Cat	Intact Male	1-3 years
Transfer	Labrador Retriever Mix	Black/White		No	Dog	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue		No	Cat	Unknown	1-3 years
Euthanasia	Domestic Shorthair Mix	Black		No	Cat	Intact Female	Under 1 year
Adoption	German Shepherd Mix	Sable	Sybil	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Medium Hair Mix	Black	Wobbles	No	Cat	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black	Jamie	No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Beagle/Labrador Retriever	White/Tan	Rowdy	No	Dog	Neutered Male	1-3 years
Adoption	Pit Bull Mix	Fawn/White	Clarence	No	Dog	Neutered Male	1-3 years
Return_to_owner	Rat Terrier	White/Brown	Baylee	No	Dog	Spayed Female	11+ years
Return_to_owner	Chihuahua Shorthair Mix	Tan	Sandy	No	Dog	Intact Female	11+ years
Return_to_owner	German Shepherd Mix	Brown/Black	Hitler	No	Dog	Neutered Male	1-3 years
Euthanasia	Doberman Pinsch Mix	Red/Tan		No	Dog	Intact Male	4-6 years
Adoption	Domestic Longhair Mix	Black/White	Bambino	No	Cat	Neutered Male	Under 1 year
Adoption	Siamese Mix	Cream Tabby	Snow	No	Cat	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	Brown Tabby	Caprice	No	Cat	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Blue/White	Gale	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Labrador Retriever/Rottweiler	Chocolate/Tan	Duffy	No	Dog	Neutered Male	7-10 years
Adoption	Blue Lacy Mix	Fawn	Topo	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Blue		No	Cat	Intact Male	Under 1 year
Adoption	Rat Terrier Mix	Brown	Mily	No	Dog	Spayed Female	1-3 years
Transfer	Boxer Mix	Black/White	Tessa	No	Dog	Spayed Female	Under 1 year
Adoption	Pit Bull Mix	Blue/White	Flynn	No	Dog	Neutered Male	1-3 years
Euthanasia	Labrador Retriever/Greyhound	Tan	Chichita	No	Dog	Intact Female	1-3 years
Adoption	American Bulldog	Black/White	Petey	No	Dog	Neutered Male	7-10 years
Adoption	Australian Cattle Dog Mix	Black/White	Jones	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Blue		No	Cat	Spayed Female	Under 1 year
Return_to_owner	Beagle	Tricolor	Milo	No	Dog	Neutered Male	4-6 years
Adoption	Domestic Shorthair Mix	Tortie		No	Cat	Spayed Female	Under 1 year
Transfer	Bruss Griffon Mix	Brown	Pooney	No	Dog	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby	Button	No	Cat	Intact Male	Under 1 year
Transfer	Australian Shepherd/Anatol Shepherd	Blue Merle		No	Dog	Intact Male	Under 1 year
Transfer	Cairn Terrier Mix	Black/Tan		No	Dog	Intact Female	Under 1 year
Euthanasia	Australian Cattle Dog/Labrador Retriever	Tan	Calypso	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	Under 1 year
Adoption	Bruss Griffon Mix	Buff	Gus	No	Dog	Neutered Male	1-3 years
Adoption	Pointer/Jack Russell Terrier	White/Black	Domino	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Neutered Male	Under 1 year
Transfer	Pit Bull Mix	White/Chocolate	Sundae	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Medium Hair Mix	Black/White		No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Tortie/Blue Cream	Amber	No	Cat	Spayed Female	1-3 years
Adoption	Australian Cattle Dog Mix	Tricolor	Rupert	No	Dog	Neutered Male	1-3 years
Transfer	Australian Shepherd Mix	Tan/White	Meadow	No	Dog	Spayed Female	1-3 years
Return_to_owner	Pit Bull Mix	Brown Brindle/White	Lucy	No	Dog	Spayed Female	1-3 years
Euthanasia	Pit Bull Mix	Brown Brindle/White	Sampson	No	Dog	Neutered Male	7-10 years
Adoption	Manchester Terrier Mix	Black/Tan	Vicente	No	Dog	Neutered Male	Under 1 year
Adoption	Chihuahua Longhair Mix	White/Brown	Bowser	No	Dog	Neutered Male	1-3 years
Adoption	Chihuahua Longhair Mix	Tricolor/Brown	Bella	No	Dog	Spayed Female	Under 1 year
Euthanasia	Siamese Mix	Lynx Point		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby	Lucky	No	Cat	Intact Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	1-3 years
Return_to_owner	Great Dane/Labrador Retriever	Black/White	Luka	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	White/Brown Tabby		No	Cat	Intact Female	1-3 years
Adoption	Domestic Shorthair Mix	Black/White	Milo	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Pockets	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Neutered Male	Under 1 year
Adoption	Chihuahua Longhair Mix	White/Black	Benito	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Black	Orlith	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Longhair Mix	Orange Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Siamese Mix	Flame Point	Milo	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	White/Blue Tabby		No	Cat	Intact Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Brown	Ginger	No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black Smoke	Ramona	No	Cat	Intact Female	Under 1 year
Transfer	Labrador Retriever/Basset Hound	Tan		No	Dog	Intact Female	Under 1 year
Return_to_owner	Cavalier Span	Tricolor	Oliver	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Rachel	No	Cat	Spayed Female	Under 1 year
Transfer	Pit Bull Mix	White/Black	Brook	No	Dog	Spayed Female	1-3 years
Adoption	Catahoula/Labrador Retriever	Yellow	Joel	No	Dog	Neutered Male	1-3 years
Transfer	Chihuahua Shorthair Mix	Tan/White	Suca	No	Dog	Intact Female	Under 1 year
Adoption	Domestic Medium Hair Mix	Tortie	Cecily	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Catahoula Mix	Brown Merle/White	Mars	No	Dog	Neutered Male	1-3 years
Transfer	Anatol Shepherd Mix	Brown/White	Misha	No	Dog	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Fawn	Shyla	No	Dog	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair/Dachshund	Black/Tan	Lulu	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Mandy	No	Cat	Spayed Female	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Tortie	Kitty	No	Cat	Spayed Female	11+ years
Transfer	Domestic Medium Hair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Flat Coat Retriever/Papillon	Black/Brown		No	Dog	Spayed Female	Under 1 year
Transfer	Pit Bull Mix	Black/White	Parker	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Orange Tabby	Thunder	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby	Daisy	No	Cat	Spayed Female	1-3 years
Transfer	Pit Bull Mix	Blue		No	Dog	Intact Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby/White	Giselle	No	Cat	Spayed Female	Under 1 year
Adoption	Norwich Terrier Mix	Red		No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Unknown	Under 1 year
Adoption	Pit Bull Mix	White/Brown Brindle	Miso	No	Dog	Neutered Male	4-6 years
Adoption	Presa Canario Mix	Brown Brindle/White	Bruce Bruce	No	Dog	Neutered Male	1-3 years
Return_to_owner	Podengo Pequeno Mix	Brown/White	Pinto	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Cream Tabby		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Male	Under 1 year
Return_to_owner	Jack Russell Terrier	White/Brown	Lady	No	Dog	Spayed Female	1-3 years
Adoption	Dachshund Mix	Tricolor	Crissy	No	Dog	Spayed Female	7-10 years
Adoption	Domestic Shorthair Mix	Black	Niblet	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Hank	No	Cat	Intact Male	Under 1 year
Euthanasia	German Shepherd	Black/Tan		No	Dog	Intact Female	4-6 years
Return_to_owner	Labrador Retriever	Tan/Brown	Chico	No	Dog	Neutered Male	7-10 years
Transfer	Chihuahua Longhair Mix	Tan/White	Munecca Meoe	No	Dog	Intact Female	1-3 years
Transfer	Dachshund Mix	Red/White	Yoakum	No	Dog	Neutered Male	1-3 years
Adoption	Beagle Mix	Tricolor		No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Unknown	Under 1 year
Transfer	Labrador Retriever/Plott Hound	Black		No	Dog	Intact Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby		No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Tina	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue Tabby	Rickon	No	Cat	Intact Male	Under 1 year
Return_to_owner	Shih Tzu Mix	White/Black	Abbey	No	Dog	Spayed Female	4-6 years
Euthanasia	Pit Bull Mix	Tan/White	Jones	No	Dog	Neutered Male	1-3 years
Return_to_owner	Pit Bull Mix	Blue/White	Azul	No	Dog	Neutered Male	1-3 years
Adoption	Labrador Retriever/Catahoula	White/Brown		No	Dog	Spayed Female	Under 1 year
Transfer	Chihuahua Shorthair Mix	Chocolate/Tan	Maverick	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Lhasa Apso Mix	Tan	Benji	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	White		No	Cat	Intact Female	1-3 years
Adoption	Domestic Shorthair Mix	Black/White	Moo	No	Cat	Spayed Female	Under 1 year
Adoption	Staffordshire Mix	Yellow Brindle/White	Penny	No	Dog	Spayed Female	Under 1 year
Adoption	Australian Shepherd/Plott Hound	Brown Brindle/White		No	Dog	Spayed Female	Under 1 year
Transfer	Chihuahua Shorthair Mix	Brown Brindle		No	Dog	Neutered Male	1-3 years
Adoption	Pit Bull Mix	Brown/White	Poppy	No	Dog	Spayed Female	1-3 years
Adoption	Shetland Sheepdog/Brittany	Brown/White	Bailey	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Longhair Mix	Brown Tabby		No	Cat	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Blue Tabby	Gordon	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Tortie	Loki	No	Cat	Spayed Female	Under 1 year
Adoption	German Shepherd Mix	Brown/Black	Julie	No	Dog	Spayed Female	1-3 years
Return_to_owner	Beagle	Tricolor	Ladybird	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Longhair Mix	Brown Tabby	Vic	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Intact Male	Under 1 year
Adoption	Pit Bull Mix	White/Red	Chip	No	Dog	Neutered Male	1-3 years
Transfer	Mastiff Mix	Red/Black	Suki	No	Dog	Intact Female	4-6 years
Adoption	Pointer Mix	Black/White	Doc	No	Dog	Neutered Male	Under 1 year
Adoption	Catahoula Mix	Brown Merle	Des	No	Dog	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Buff	Gunther	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Torbie/White		No	Cat	Intact Female	1-3 years
Return_to_owner	Pit Bull/Plott Hound	Brown Brindle/White	Freddy	No	Dog	Neutered Male	4-6 years
Adoption	Miniature Poodle Mix	Black	Kitzi	No	Dog	Spayed Female	1-3 years
Adoption	Labrador Retriever Mix	Chocolate	Jake	No	Dog	Neutered Male	1-3 years
Return_to_owner	Australian Kelpie Mix	Tan	Percy	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Blue		No	Cat	Neutered Male	Under 1 year
Euthanasia	Domestic Shorthair Mix	Brown Tabby/White	Ami	No	Cat	Intact Female	Under 1 year
Transfer	Rat Terrier Mix	Tricolor		No	Dog	Intact Female	Under 1 year
Return_to_owner	Boxer	Brown Brindle/White	Jace	No	Dog	Intact Male	1-3 years
Transfer	Miniature Schnauzer Mix	Buff/Gray		No	Dog	Spayed Female	4-6 years
Adoption	Boxer/Labrador Retriever	Black/White	Frederick	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Medium Hair Mix	Cream Tabby/White		No	Cat	Neutered Male	1-3 years
Adoption	Chihuahua Shorthair Mix	Blue	B	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Blue/White		No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Tortie	Gigi	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black	Andy	No	Cat	Intact Male	Under 1 year
Return_to_owner	Shih Tzu Mix	White/Gray	Bear	No	Dog	Neutered Male	11+ years
Died	Domestic Shorthair Mix	Brown Tabby		No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Intact Female	1-3 years
Adoption	Dachshund/Pit Bull	Black/White	Daphne	No	Dog	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Orange Tabby	Cafe	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Cream Tabby		No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Black		No	Cat	Intact Male	Under 1 year
Transfer	Pointer Mix	White/Brown		No	Dog	Intact Female	Under 1 year
Adoption	Siamese Mix	Seal Point	Sushi	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Unknown	Under 1 year
Transfer	Rat Terrier/Boston Terrier	White/Black		No	Dog	Neutered Male	1-3 years
Return_to_owner	Miniature Poodle Mix	White	Krypto	No	Dog	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Medium Hair Mix	Blue		No	Cat	Intact Female	Under 1 year
Return_to_owner	Shih Tzu	Buff/Gray	Spanky	No	Dog	Neutered Male	7-10 years
Transfer	Siamese Mix	Seal Point		No	Cat	Intact Male	Under 1 year
Return_to_owner	Russian Blue Mix	Blue	David	No	Cat	Neutered Male	1-3 years
Euthanasia	Domestic Medium Hair Mix	White/Black		No	Cat	Unknown	1-3 years
Adoption	Chihuahua Shorthair/Pomeranian	Black	Kash	No	Dog	Neutered Male	Under 1 year
Adoption	Great Pyrenees Mix	White/Tricolor	Artemis	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Blue Tabby	Jinx	No	Cat	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Brown Tabby/White	Mason	No	Cat	Neutered Male	1-3 years
Adoption	Persian Mix	Black/White	Rufus	No	Cat	Neutered Male	7-10 years
Transfer	Golden Retriever Mix	Red	Hydro	No	Dog	Intact Male	Under 1 year
Return_to_owner	Lhasa Apso Mix	Cream	Dakota	No	Dog	Neutered Male	1-3 years
